time,fish_state,fish_x,fish_y,fish_suck_strength,fish_to_bait_dist,bait_x,bait_y,bait_vx,bait_vy,bait_speed,float_y,float_vy,rod_tip_y,line_length,line_tension,bait_mass_ratio
54.333,APPROACH,0.101885,-0.333079,0.000000,0.005599,0.096294,-0.333389,-0.000060,-0.000148,0.000159,0.110744,-0.164541,0.699972,0.591222,0.000000,0.818521
54.500,APPROACH,0.095347,-0.336281,0.000000,0.007123,0.091969,-0.330010,-0.000039,-0.000001,0.000039,0.117782,-0.050298,0.700064,0.584213,0.000000,0.817965
54.667,ATTACK,0.080293,-0.337700,2.402212,0.001670,0.080082,-0.336043,-0.000055,0.000727,0.000729,0.112710,0.135060,0.699933,0.589070,0.000000,0.817410
54.833,ATTACK,0.064770,-0.339377,1.103638,0.150017,0.210816,-0.305086,-0.000106,0.000113,0.000155,0.119898,0.010194,0.700112,0.583612,0.000000,0.816846
55.000,COOLDOWN,0.058715,-0.340129,0.000000,0.151519,0.202891,-0.293532,-0.000402,0.001108,0.001179,0.136416,0.224925,0.699662,0.567581,0.000000,0.816291
55.167,COOLDOWN,0.058698,-0.340152,0.000000,0.147646,0.201526,-0.302741,-0.000000,-0.000192,0.000192,0.121656,0.672925,0.699396,0.581872,0.000000,0.815735
55.333,COOLDOWN,0.058682,-0.340175,0.000000,0.143591,0.196289,-0.299156,-0.000000,-0.000192,0.000192,0.106698,-0.284249,0.699979,0.596989,0.000000,0.815179
55.500,COOLDOWN,0.058665,-0.340198,0.000000,0.139707,0.193556,-0.303833,-0.000000,-0.000192,0.000192,0.115963,-0.289896,0.699937,0.587394,0.000000,0.814624
55.667,COOLDOWN,0.058648,-0.340222,0.000000,0.135793,0.188166,-0.299422,-0.000000,-0.000192,0.000192,0.128137,-0.264663,0.700078,0.575142,0.000000,0.814068
55.833,COOLDOWN,0.058631,-0.340245,0.000000,0.131950,0.185136,-0.302729,-0.000098,0.000146,0.000176,0.129342,-0.033807,0.700150,0.573890,0.000000,0.813513
56.000,APPROACH,0.065876,-0.338493,0.000000,0.120685,0.181807,-0.304954,-0.000343,0.001016,0.001073,0.127991,0.213856,0.699746,0.574797,0.000000,0.812957
56.167,APPROACH,0.080315,-0.334444,0.000000,0.102149,0.180039,-0.312321,-0.000006,-0.000170,0.000170,0.113526,0.489247,0.699625,0.589112,0.000000,0.812401
56.333,APPROACH,0.094803,-0.330583,0.000000,0.083174,0.175972,-0.312430,-0.000020,-0.000168,0.000170,0.105503,-0.239797,0.699987,0.597466,0.000000,0.811846
56.500,APPROACH,0.109303,-0.326798,0.000000,0.063095,0.170556,-0.311666,-0.000030,-0.000182,0.000185,0.114978,-0.266072,0.699946,0.587874,0.000000,0.811290
56.667,APPROACH,0.123833,-0.323192,0.000000,0.044256,0.166182,-0.310342,-0.000004,-0.000137,0.000137,0.123731,-0.204263,0.700057,0.579177,0.000000,0.810735
56.833,ATTACK,0.138481,-0.320279,0.406006,0.005288,0.136459,-0.315393,-0.000601,0.000848,0.001040,0.126810,-0.068769,0.700136,0.575776,0.000000,0.810179
57.000,ATTACK,0.153114,-0.317868,1.540251,0.139097,0.278969,-0.258636,-0.001138,0.001985,0.002288,0.140098,0.464402,0.699050,0.563351,0.000000,0.809614
57.167,COOLDOWN,0.158448,-0.316873,0.000000,0.127694,0.274351,-0.263282,-0.000000,-0.000190,0.000190,0.103286,0.093999,0.700025,0.601362,0.136235,0.809058
57.333,COOLDOWN,0.150194,-0.318019,0.000000,0.130777,0.274351,-0.276938,-0.000000,-0.000190,0.000190,0.109182,-0.223028,0.699965,0.595803,0.000000,0.808503
57.500,COOLDOWN,0.141939,-0.319165,0.000000,0.131981,0.261921,-0.264179,-0.000000,-0.000190,0.000190,0.129345,-0.386589,0.699954,0.575254,0.000000,0.807947
57.667,COOLDOWN,0.133685,-0.320310,0.000000,0.135087,0.261921,-0.277836,-0.000000,-0.000190,0.000190,0.125079,-0.118826,0.700125,0.579641,0.000000,0.807391
57.833,COOLDOWN,0.125431,-0.321456,0.000000,0.136982,0.250004,-0.264486,-0.000274,0.000443,0.000521,0.148421,0.024336,0.700034,0.556177,0.000000,0.806836
58.000,COOLDOWN,0.117177,-0.322602,0.000000,0.140059,0.249949,-0.278016,-0.000000,-0.000190,0.000190,0.117873,0.276859,0.699641,0.586063,0.000000,0.806280
58.167,APPROACH,0.115485,-0.322427,0.000000,0.137998,0.249993,-0.291584,0.000003,-0.000185,0.000185,0.101597,0.506483,0.700009,0.603088,0.308775,0.805725
58.333,APPROACH,0.129579,-0.317361,0.000000,0.116805,0.239621,-0.278194,0.000012,-0.000174,0.000174,0.113902,-0.335684,0.699916,0.590201,0.000000,0.805169
58.500,APPROACH,0.143934,-0.313038,0.000000,0.099144,0.240501,-0.290583,0.000016,-0.000173,0.000174,0.118960,-0.236729,0.699983,0.585189,0.000000,0.804613
58.667,APPROACH,0.158299,-0.308955,0.000000,0.080397,0.232417,-0.277808,0.000042,-0.000173,0.000178,0.138588,-0.251961,0.700247,0.565676,0.000000,0.804057
58.833,APPROACH,0.172508,-0.304210,0.000000,0.063474,0.234334,-0.289836,-0.000035,-0.000014,0.000038,0.127799,0.085542,0.700009,0.576091,0.000000,0.803502
59.000,APPROACH,0.187303,-0.301888,0.000000,0.045300,0.230403,-0.287942,-0.000797,0.001926,0.002085,0.131417,0.413712,0.699318,0.571853,0.000000,0.802946
59.167,APPROACH,0.201109,-0.296153,0.000000,0.027287,0.227841,-0.290677,0.000030,-0.000196,0.000199,0.102148,0.212807,0.700018,0.601727,0.172729,0.802391
59.333,APPROACH,0.215894,-0.294558,0.000000,0.011362,0.226709,-0.298038,0.000030,-0.000207,0.000209,0.110474,-0.264263,0.699954,0.593278,0.000000,0.801835
59.500,ATTACK,0.228900,-0.302057,2.402212,0.102390,0.320862,-0.257040,0.000001,-0.000173,0.000173,0.113414,-0.308035,0.699972,0.591821,0.000000,0.801266
59.667,ATTACK,0.241427,-0.310010,0.790791,0.089989,0.309169,-0.250773,-0.000000,-0.000189,0.000189,0.127272,-0.357627,0.699955,0.579332,0.000000,0.800710
59.833,COOLDOWN,0.238269,-0.307921,0.000000,0.087463,0.297826,-0.243869,-0.000000,-0.000188,0.000188,0.147214,-0.319341,0.700350,0.559100,0.000000,0.800155
60.000,COOLDOWN,0.231239,-0.303446,0.000000,0.080886,0.297826,-0.257525,-0.000000,-0.000188,0.000188,0.119683,0.065627,0.700000,0.586061,0.000000,0.799599
